رقم الطلب,حالة الطلب,المدينة,SKU,طريقة الدفع,تاريخ الطلب
55618066,تم التوصيل,Najran,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55609712,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55637127,تم التوصيل,Jeddah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55604255,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55610501,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55627554,تم التوصيل,Riyadh,"['(SKU: DL100)خدمة توصيل سريع - مرسول(Qty: 1)','(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 48)']",البطاقة الإئتمانية,01/01/2023
55616965,تم التوصيل,Al Bahah,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55635223,تم التوصيل,Tabuk,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55599765,تم التوصيل,Riyadh,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55642353,تم التوصيل,Bishah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55591154,تم التوصيل,Hafar Al Batin,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55609442,تم التوصيل,Jeddah,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],مدى,01/01/2023
55570532,تم التوصيل,Al Khobar,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55619666,تم التوصيل,Sakaka,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55569430,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55627041,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55605158,تم التوصيل,Hail,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55628931,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55652709,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55623521,تم التوصيل,Taif,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55574495,تم التوصيل,Al Ula,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55575051,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55676984,مسترجع,Najran,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55665900,تم التوصيل,Al Khobar,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",دفع عند الإستلام,01/01/2023
55644670,تم التوصيل,Hail,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55578509,تم التوصيل,Mecca,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55649949,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)']",مدى,01/01/2023
55602846,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55581459,تم التوصيل,Jeddah,"['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",تمارا,01/01/2023
55568867,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55569132,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55635874,تم التوصيل,Al Hufuf and Al Mubarraz,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],دفع عند الإستلام,01/01/2023
55654358,تم التوصيل,Al Uwayqilah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55607306,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55665399,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55672333,تم التوصيل,Al Kharj,['(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)'],دفع عند الإستلام,01/01/2023
55588229,تم التوصيل,Al Bahah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)']",دفع عند الإستلام,01/01/2023
55611082,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55620934,تم التوصيل,Al Kharj,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55569612,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55607022,تم التوصيل,Riyadh,['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 2)'],البطاقة الإئتمانية,01/01/2023
55611179,تم التوصيل,Al Jubail,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55631685,تم التوصيل,Abha,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55637509,تم التوصيل,Al Qatif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55658886,تم التوصيل,Najran,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55668997,تم التوصيل,Hail,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55641629,تم التوصيل,Medina,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],البطاقة الإئتمانية,01/01/2023
55637956,تم التوصيل,Hafar Al Batin,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55667813,تم التوصيل,Yanbu,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,01/01/2023
55631353,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55683405,تم التوصيل,Medina,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",تمارا,01/01/2023
55651487,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55648334,تم التوصيل,Taif,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55677534,تم التوصيل,Ahad Rafidah,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55676363,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55676865,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",مدى,01/01/2023
55660043,تم التوصيل,Riyadh,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55662327,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55638676,تم التوصيل,Hail,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55576268,تم التوصيل,Tabuk,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55670792,تم التوصيل,Najran,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55659945,تم التوصيل,Jeddah,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55669054,تم التوصيل,Riyadh,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55601605,تم التوصيل,Hafar Al Batin,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55578476,ملغي,Tabuk,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55599258,تم التوصيل,Al Henakiyah,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],البطاقة الإئتمانية,01/01/2023
55631312,تم التوصيل,Yanbu,"['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55641018,تم التوصيل,Khafji,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 2)'],دفع عند الإستلام,01/01/2023
55630017,تم التوصيل,Yanbu,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55636467,تم التوصيل,Riyadh,['(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)'],مدى,01/01/2023
55642205,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55583618,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55573571,تم التوصيل,Arar,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",تمارا,01/01/2023
55622854,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55647799,تم التوصيل,Riyadh,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",مدى,01/01/2023
55570910,تم التوصيل,Tabuk,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55611348,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55655004,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55605514,تم التوصيل,Riyadh,"['(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55679485,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,01/01/2023
55639702,تم التوصيل,Baljurashi,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55585976,تم التوصيل,Ras Tanura,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],مدى,01/01/2023
55645814,تم التوصيل,Jeddah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",تمارا,01/01/2023
55652608,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55659853,تم التوصيل,Al Bahah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55614553,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55644765,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55620611,تم التوصيل,Riyadh,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55614769,تم التوصيل,Riyadh Al Khabra,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55612526,ملغي,Adham,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55622113,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55656746,تم التوصيل,Al Kharj,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55663829,تم التوصيل,Rafha,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55609003,تم التوصيل,Yanbu,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55631360,تم التوصيل,Al Ahsa,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55680083,تم التوصيل,Buraydah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)']",البطاقة الإئتمانية,01/01/2023
55576311,ملغي,Medina,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55574564,تم التوصيل,Dhahran,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55627644,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55609194,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55657659,تم التوصيل,Al Kharj,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,01/01/2023
55627172,تم التوصيل,Medina,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],مدى,01/01/2023
55677997,تم التوصيل,Buraydah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55668682,ملغي,Sharorah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55644093,تم التوصيل,Al Ahsa,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55643575,تم التوصيل,Al Khobar,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55677400,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55641228,تم التوصيل,Mecca,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55570036,تم التوصيل,Kouba,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55606757,تم التوصيل,Mecca,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55633101,تم التوصيل,Bishah,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,01/01/2023
55625848,تم التوصيل,Al Bahah,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 3)']",البطاقة الإئتمانية,01/01/2023
55631570,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55575677,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55678854,تم التوصيل,Uglat Asugour,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 2)'],دفع عند الإستلام,01/01/2023
55568914,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55567845,تم التوصيل,Hafar Al Batin,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55675599,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55574020,تم التوصيل,Dammam,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55598006,تم التوصيل,Abha,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55568636,تم التوصيل,Medina,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55579187,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55609756,تم التوصيل,Al Ahsa,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55627090,تم التوصيل,Medina,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55605016,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55568905,تم التوصيل,Baljurashi,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)']",مدى,01/01/2023
55674147,تم التوصيل,Al Jubail,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,01/01/2023
55650183,تم التوصيل,Riyadh,['(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 2)'],مدى,01/01/2023
55595312,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55641089,تم التوصيل,Al Khurma,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55578322,تم التوصيل,Al Majmaah,['(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)'],تمارا,01/01/2023
55612802,تم الشحن,Al Sulaiyl (Wadi al-Dawasir),['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55634885,تم التوصيل,Hail,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55642173,تم التوصيل,Najran,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55642620,تم التوصيل,Dammam,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55679118,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55646615,تم التوصيل,Hail,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",تمارا,01/01/2023
55614168,تم التوصيل,Khafji,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55615474,تم التوصيل,Jeddah,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55656856,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)']",مدى,01/01/2023
55605405,تم التوصيل,Al Duwadimi,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55592709,تم التوصيل,Mecca,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55632503,تم التوصيل,Al Ahsa,"['(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55640704,تم التوصيل,Taif,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55662330,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,01/01/2023
55600800,تم التوصيل,Abu Arish,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,01/01/2023
55682169,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55620686,تم التوصيل,Khamis Mushait,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55608722,تم التوصيل,Hafar Al Batin,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55668494,تم التوصيل,Al Ahsa,['(SKU: OLIVEOILE16000M)زيت زيتون بكر قطفة أولى 16لتر(Qty: 1)'],البطاقة الإئتمانية,01/01/2023
55674642,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],دفع عند الإستلام,01/01/2023
55638486,تم التوصيل,Az Zulfi,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,01/01/2023
55615198,مسترجع,Khamis Mushait,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,01/01/2023
55640427,تم التوصيل,Medina,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",البطاقة الإئتمانية,01/01/2023
55628282,تم التوصيل,Dhahran Al Janub,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 2)'],دفع عند الإستلام,01/01/2023
55616246,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,01/01/2023
55570856,تم التوصيل,Jazan,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,01/01/2023
55679132,تم التوصيل,Al Kharj,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55607537,تم التوصيل,Al Ahsa,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,01/01/2023
55658545,تم التوصيل,Al Lith,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,01/01/2023
55592991,تم التوصيل,Dammam,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,01/01/2023
55621012,تم التوصيل,Al Khobar,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,01/01/2023
55609350,تم التوصيل,Jeddah,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,01/01/2023
55728185,تم التوصيل,Az Zulfi,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55743598,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55728659,تم التوصيل,Buraydah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55741279,تم التوصيل,Tathleeth,['(SKU: 1LM6M)عرض الشتوية(Qty: 2)'],دفع عند الإستلام,02/01/2023
55711526,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55698537,تم التوصيل,Riyadh,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)']",دفع عند الإستلام,02/01/2023
55712098,تم التوصيل,Jazan,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55697120,ملغي,Al Khurma,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55754758,تم التوصيل,Kouba,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55755794,تم التوصيل,Layla,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55773016,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55746291,تم التوصيل,Khamis Mushait,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55772197,تم التوصيل,Jazan,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55710999,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55764696,تم التوصيل,Tabuk,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
